island,site full name,Site ,lat_dec,lon_dec,t,temp
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/16/2017,22.63
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/17/2017,22.69
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/18/2017,21.9
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/19/2017,21.73
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/20/2017,21.64
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/21/2017,20.82
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/22/2017,20.64
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/23/2017,20.46
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/24/2017,20.61
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/25/2017,21.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/26/2017,22.89
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/27/2017,23.44
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/28/2017,23.92
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/29/2017,24.51
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,9/30/2017,25.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/1/2017,25.24
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/2/2017,25.61
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/3/2017,25.87
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/4/2017,26.12
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/5/2017,26.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/6/2017,26.12
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/7/2017,25.94
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/8/2017,25.71
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/9/2017,24.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/10/2017,24.03
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/11/2017,23.92
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/12/2017,23.64
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/13/2017,21.5
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/14/2017,21.22
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/15/2017,20.77
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/16/2017,21.03
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/17/2017,21.76
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/18/2017,22.51
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/19/2017,23.05
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/20/2017,23.38
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/21/2017,23.59
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/22/2017,23.29
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/23/2017,23.34
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/24/2017,23.51
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/25/2017,23.64
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/26/2017,23.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/27/2017,23.37
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/28/2017,23.21
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/29/2017,23.65
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/30/2017,23.74
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,10/31/2017,23.71
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/1/2017,23.01
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/2/2017,22.04
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/3/2017,21.74
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/4/2017,21.44
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/5/2017,20.53
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/6/2017,19.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/7/2017,20.77
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/8/2017,21.24
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/9/2017,22.15
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/10/2017,22.95
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/11/2017,23.15
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/12/2017,23.42
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/13/2017,23.82
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/14/2017,24.17
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/15/2017,23.98
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/16/2017,24.11
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/17/2017,24.33
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/18/2017,24.55
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/19/2017,24.17
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/20/2017,23.9
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/21/2017,23.95
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/22/2017,24.09
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/23/2017,24.05
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/24/2017,23.74
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/25/2017,22.66
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/26/2017,22.04
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/27/2017,21.88
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/28/2017,22.12
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/29/2017,22.68
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,11/30/2017,23.01
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/1/2017,23.57
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/2/2017,23.94
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/3/2017,23.9
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/4/2017,24.02
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/5/2017,23.86
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/6/2017,23.84
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/7/2017,23.81
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/8/2017,23.3
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/9/2017,22.72
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/10/2017,22.17
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/11/2017,21.98
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/12/2017,21.41
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/13/2017,21.6
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/14/2017,22.11
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/15/2017,23.14
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/16/2017,23.37
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/17/2017,23.53
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/18/2017,22.91
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/19/2017,22.62
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/20/2017,22.63
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/21/2017,23.45
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/22/2017,23.56
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/23/2017,23.44
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/24/2017,22.78
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/25/2017,22.8
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/26/2017,23.19
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/27/2017,22.58
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/28/2017,22.18
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/29/2017,22.04
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/30/2017,22.09
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,12/31/2017,22.13
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/1/2018,22.38
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/2/2018,22.26
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/3/2018,22.64
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/4/2018,23.3
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/5/2018,23.92
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/6/2018,24.18
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/7/2018,24.18
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/8/2018,23.96
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/9/2018,23.71
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/10/2018,23.62
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/11/2018,23.31
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/12/2018,23.12
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/13/2018,23.22
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/14/2018,23.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/15/2018,23.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/16/2018,24.74
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/17/2018,25.17
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/18/2018,25.26
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/19/2018,25.46
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/20/2018,25.55
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/21/2018,25.41
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/22/2018,25.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/23/2018,25.21
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/24/2018,25.61
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/25/2018,25.71
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/26/2018,25.7
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/27/2018,25.69
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/28/2018,25.45
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/29/2018,25.19
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/30/2018,25.06
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,1/31/2018,25.01
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/1/2018,25.31
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/2/2018,25.26
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/3/2018,25.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/4/2018,25.85
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/5/2018,25.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/6/2018,25.23
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/7/2018,25.13
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/8/2018,25.21
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/9/2018,25.36
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/10/2018,25.46
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/11/2018,25.28
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/12/2018,25.32
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/13/2018,25.33
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/14/2018,25.36
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/15/2018,26.31
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/16/2018,26.69
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/17/2018,27.09
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/18/2018,27.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/19/2018,27.24
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/20/2018,26.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/21/2018,27.36
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/22/2018,27.77
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/23/2018,27.71
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/24/2018,27.85
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/25/2018,28.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/26/2018,27.93
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/27/2018,27.7
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,2/28/2018,27.22
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/1/2018,26.72
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/2/2018,26.01
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/3/2018,25.43
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/4/2018,25.62
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/5/2018,25.68
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/6/2018,25.52
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/7/2018,25.56
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/8/2018,25.29
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/9/2018,25.1
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/10/2018,25.04
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/11/2018,25.23
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/12/2018,25.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/13/2018,26.34
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/14/2018,27.06
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/15/2018,27.39
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/16/2018,27.53
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/17/2018,28.02
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/18/2018,28.65
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/19/2018,28.52
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/20/2018,28.46
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/21/2018,28.37
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/22/2018,28.27
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/23/2018,28.21
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/24/2018,28.18
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/25/2018,27.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/26/2018,26.68
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/27/2018,26
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/28/2018,25.62
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/29/2018,25.29
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/30/2018,25.27
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,3/31/2018,25.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/1/2018,25.49
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/2/2018,25.16
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/3/2018,25.3
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/4/2018,24.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/5/2018,24.16
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/6/2018,24.52
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/7/2018,25.32
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/8/2018,25.31
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/9/2018,25.38
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/10/2018,25.15
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/11/2018,25.31
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/12/2018,25.14
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/13/2018,25.05
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/14/2018,24.7
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/15/2018,24.3
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/16/2018,23.99
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/17/2018,24.06
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/18/2018,24.68
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/19/2018,24.62
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/20/2018,24.34
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/21/2018,24.36
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/22/2018,24.55
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/23/2018,24.51
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/24/2018,24.08
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/25/2018,24.08
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/26/2018,24.26
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/27/2018,24.33
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/28/2018,24.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/29/2018,24.88
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,4/30/2018,25.07
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/1/2018,25.54
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/2/2018,25.66
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/3/2018,25.97
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/4/2018,25.56
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/5/2018,25.48
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/6/2018,25.42
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/7/2018,25.33
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/8/2018,25.42
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/9/2018,25.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/10/2018,24.88
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/11/2018,24.94
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/12/2018,25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/13/2018,24.73
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/14/2018,24.48
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/15/2018,24.04
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/16/2018,23.86
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/17/2018,23.79
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/18/2018,23.9
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/19/2018,23.75
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/20/2018,23.63
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/21/2018,23.67
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/22/2018,23.95
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/23/2018,23.94
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/24/2018,24.09
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/25/2018,24.18
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/26/2018,24.39
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/27/2018,24.42
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/28/2018,24.42
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/29/2018,24.36
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/30/2018,24.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,5/31/2018,24.25
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/1/2018,24.92
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/2/2018,24.91
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/3/2018,25.05
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/4/2018,25.07
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/5/2018,24.22
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/6/2018,23.91
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/7/2018,23.88
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/8/2018,23.82
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/9/2018,23.95
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/10/2018,24.24
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/11/2018,24.53
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/12/2018,24.68
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/13/2018,24.27
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/14/2018,23.97
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/15/2018,23.83
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/16/2018,23.34
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/17/2018,23.13
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/18/2018,22.99
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/19/2018,22.58
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/20/2018,22.32
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/21/2018,21.97
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,6/22/2018,22.01
