island,site full name,Site,lat_dec,lon_dec,lat_grid,lon_grid,t,temp
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/19/2017,23.05825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/20/2017,23.10275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/21/2017,22.6835
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/22/2017,22.48075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/23/2017,22.486
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/24/2017,21.90325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/25/2017,21.623
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/26/2017,21.6155
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/27/2017,21.51875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/28/2017,21.6855
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/29/2017,21.774
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",11/30/2017,21.86425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/1/2017,21.95275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/2/2017,22.49225
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/3/2017,22.56425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/4/2017,22.23325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/5/2017,22.1635
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/6/2017,22.13875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/7/2017,21.97275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/8/2017,21.6315
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/9/2017,21.367
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/10/2017,21.1675
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/11/2017,21.0845
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/12/2017,20.95325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/13/2017,20.8575
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/14/2017,20.798
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/15/2017,20.927
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/16/2017,21.3965
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/17/2017,21.79225
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/18/2017,22.23025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/19/2017,22.24875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/20/2017,22.247
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/21/2017,21.98525
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/22/2017,22.1725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/23/2017,22.26675
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/24/2017,22.2775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/25/2017,22.26725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/26/2017,21.90475
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/27/2017,21.985
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/28/2017,22.27075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/29/2017,22.18525
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/30/2017,22.18775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",12/31/2017,22.35225
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/1/2018,22.7145
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/2/2018,22.94825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/3/2018,22.15675
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/4/2018,22.1525
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/5/2018,23.19025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/6/2018,23.28625
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/7/2018,23.218
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/8/2018,23.006
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/9/2018,22.8565
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/10/2018,22.629
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/11/2018,22.0305
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/12/2018,21.8485
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/13/2018,21.80925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/14/2018,21.869
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/15/2018,21.86475
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/16/2018,22.03925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/17/2018,22.94075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/18/2018,24.96825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/19/2018,25.31
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/20/2018,25.302
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/21/2018,25.032
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/22/2018,24.75725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/23/2018,24.8255
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/24/2018,25.04425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/25/2018,25.034
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/26/2018,25.10775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/27/2018,25.06925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/28/2018,24.80325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/29/2018,24.745
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/30/2018,24.68025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",1/31/2018,24.27725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/1/2018,24
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/2/2018,24.3405
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/3/2018,24.60925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/4/2018,24.59325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/5/2018,24.75875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/6/2018,24.756
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/7/2018,24.6695
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/8/2018,24.70075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/9/2018,24.722
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/10/2018,24.94175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/11/2018,25.09725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/12/2018,25.26275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/13/2018,25.08925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/14/2018,24.73175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/15/2018,24.35575
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/16/2018,24.3555
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/17/2018,24.3395
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/18/2018,24.34425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/19/2018,25.1665
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/20/2018,26.799
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/21/2018,26.801
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/22/2018,26.72725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/23/2018,26.6175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/24/2018,26.59725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/25/2018,27.511
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/26/2018,28.08025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/27/2018,28.10475
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",2/28/2018,28.09775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/1/2018,27.3845
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/2/2018,27.07775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/3/2018,26.6755
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/4/2018,26.673
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/5/2018,26.97725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/6/2018,27.056
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/7/2018,26.8425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/8/2018,26.133
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/9/2018,26.0355
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/10/2018,25.53275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/11/2018,25.32325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/12/2018,26.28475
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/13/2018,26.3235
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/14/2018,26.524
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/15/2018,26.87825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/16/2018,26.9745
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/17/2018,27.6965
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/18/2018,27.7785
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/19/2018,28.05175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/20/2018,28.45175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/21/2018,28.43125
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/22/2018,28.64825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/23/2018,28.575
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/24/2018,28.1505
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/25/2018,27.898
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/26/2018,26.36425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/27/2018,25.915
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/28/2018,25.81425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/29/2018,25.472
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/30/2018,25.542
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",3/31/2018,25.61325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/1/2018,25.44425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/2/2018,25.34875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/3/2018,25.05
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/4/2018,24.91425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/5/2018,25.02875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/6/2018,24.76025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/7/2018,24.92775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/8/2018,25.31275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/9/2018,25.8385
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/10/2018,25.8645
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/11/2018,25.54775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/12/2018,25.14725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/13/2018,25.16275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/14/2018,24.83775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/15/2018,24.38575
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/16/2018,24.36875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/17/2018,24.45125
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/18/2018,24.47375
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/19/2018,24.79325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/20/2018,24.837
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/21/2018,24.83375
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/22/2018,24.856
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/23/2018,24.93275
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/24/2018,24.83375
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/25/2018,24.973
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/26/2018,25.06125
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/27/2018,25.0615
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/28/2018,24.7475
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/29/2018,24.6875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",4/30/2018,24.59725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/1/2018,24.64225
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/2/2018,25.08575
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/3/2018,25.42625
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/4/2018,25.40375
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/5/2018,25.145
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/6/2018,24.9545
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/7/2018,24.88
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/8/2018,25.14325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/9/2018,25.603
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/10/2018,25.6435
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/11/2018,25.59225
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/12/2018,25.493
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/13/2018,24.9775
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/14/2018,24.942
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/15/2018,24.2125
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/16/2018,23.897
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/17/2018,23.89975
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/18/2018,23.65525
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/19/2018,23.744
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/20/2018,24.0595
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/21/2018,24.17325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/22/2018,23.865
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/23/2018,23.6935
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/24/2018,23.9365
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/25/2018,24.1145
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/26/2018,24.46725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/27/2018,24.35075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/28/2018,24.02825
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/29/2018,23.9095
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/30/2018,23.885
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",5/31/2018,23.89875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/1/2018,23.867
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/2/2018,24.039
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/3/2018,24.09375
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/4/2018,24.0045
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/5/2018,23.90125
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/6/2018,23.895
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/7/2018,23.78
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/8/2018,23.75675
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/9/2018,23.761
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/10/2018,23.61075
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/11/2018,23.6705
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/12/2018,23.6445
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/13/2018,23.5035
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/14/2018,22.951
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/15/2018,22.93425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/16/2018,22.85925
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/17/2018,22.84175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/18/2018,22.7695
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/19/2018,22.29325
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/20/2018,22.317
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/21/2018,22.21725
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/22/2018,22.14875
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/23/2018,22.1935
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/24/2018,22.41175
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/25/2018,22.245
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/26/2018,22.16425
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/27/2018,22.72025
Santiago,Bartolome,Bart,-0.279722,-90.544861,"(-0.28, -.29)","(-90.50, -90.51)",6/28/2018,23.17525
