island,site full name,Site ,t,temp
Fernandina,Punta_Espinosa,Espi,6/2/18 0:00,20.079
Fernandina,Punta_Espinosa,Espi,6/3/18 0:00,21.173
Fernandina,Punta_Espinosa,Espi,6/4/18 0:00,21.393
Fernandina,Punta_Espinosa,Espi,6/5/18 0:00,21.611
Fernandina,Punta_Espinosa,Espi,6/6/18 0:00,20.981
Fernandina,Punta_Espinosa,Espi,6/7/18 0:00,20.815
Fernandina,Punta_Espinosa,Espi,6/8/18 0:00,21.678
Fernandina,Punta_Espinosa,Espi,6/9/18 0:00,21.365
Fernandina,Punta_Espinosa,Espi,6/10/18 0:00,22.818
Fernandina,Punta_Espinosa,Espi,6/11/18 0:00,23.969
Fernandina,Punta_Espinosa,Espi,6/12/18 0:00,24.168
Fernandina,Punta_Espinosa,Espi,6/13/18 0:00,24.189
Fernandina,Punta_Espinosa,Espi,6/14/18 0:00,24.4
Fernandina,Punta_Espinosa,Espi,6/15/18 0:00,24.163
Fernandina,Punta_Espinosa,Espi,6/16/18 0:00,22.414
Fernandina,Punta_Espinosa,Espi,6/17/18 0:00,22.558
Fernandina,Punta_Espinosa,Espi,6/18/18 0:00,21.596
Fernandina,Punta_Espinosa,Espi,6/19/18 0:00,21.106
Fernandina,Punta_Espinosa,Espi,6/20/18 0:00,20.809
Fernandina,Punta_Espinosa,Espi,6/21/18 0:00,19.842
Fernandina,Punta_Espinosa,Espi,6/22/18 0:00,20.653
Fernandina,Punta_Espinosa,Espi,6/23/18 0:00,20.067
Fernandina,Punta_Espinosa,Espi,6/24/18 0:00,20.013
Fernandina,Punta_Espinosa,Espi,6/25/18 0:00,20.291
Fernandina,Punta_Espinosa,Espi,6/26/18 0:00,20.952
Fernandina,Punta_Espinosa,Espi,6/27/18 0:00,22.136
Fernandina,Punta_Espinosa,Espi,6/28/18 0:00,23.335
Fernandina,Punta_Espinosa,Espi,6/29/18 0:00,23.417
Fernandina,Punta_Espinosa,Espi,6/30/18 0:00,22.224
Fernandina,Punta_Espinosa,Espi,7/1/18 0:00,23.065
Fernandina,Punta_Espinosa,Espi,7/2/18 0:00,23.135
Fernandina,Punta_Espinosa,Espi,7/3/18 0:00,22.63
Fernandina,Punta_Espinosa,Espi,7/4/18 0:00,21.107
Fernandina,Punta_Espinosa,Espi,7/5/18 0:00,21.076
Fernandina,Punta_Espinosa,Espi,7/6/18 0:00,22.284
Fernandina,Punta_Espinosa,Espi,7/7/18 0:00,22.371
Fernandina,Punta_Espinosa,Espi,7/8/18 0:00,21.248
Fernandina,Punta_Espinosa,Espi,7/9/18 0:00,20.751
Fernandina,Punta_Espinosa,Espi,7/10/18 0:00,20.853
Fernandina,Punta_Espinosa,Espi,7/11/18 0:00,21.804
Fernandina,Punta_Espinosa,Espi,7/12/18 0:00,22.231
Fernandina,Punta_Espinosa,Espi,7/13/18 0:00,22.398
Fernandina,Punta_Espinosa,Espi,7/14/18 0:00,21.291
Fernandina,Punta_Espinosa,Espi,7/15/18 0:00,19.861
Fernandina,Punta_Espinosa,Espi,7/16/18 0:00,20.238
Fernandina,Punta_Espinosa,Espi,7/17/18 0:00,19.771
Fernandina,Punta_Espinosa,Espi,7/18/18 0:00,20.924
Fernandina,Punta_Espinosa,Espi,7/19/18 0:00,20.078
Fernandina,Punta_Espinosa,Espi,7/20/18 0:00,19.859
Fernandina,Punta_Espinosa,Espi,7/21/18 0:00,20.057
Fernandina,Punta_Espinosa,Espi,7/22/18 0:00,18.98
Fernandina,Punta_Espinosa,Espi,7/23/18 0:00,19.625
Fernandina,Punta_Espinosa,Espi,7/24/18 0:00,21.25
Fernandina,Punta_Espinosa,Espi,7/25/18 0:00,21.719
Fernandina,Punta_Espinosa,Espi,7/26/18 0:00,20.713
Fernandina,Punta_Espinosa,Espi,7/27/18 0:00,21.241
Fernandina,Punta_Espinosa,Espi,7/28/18 0:00,20.777
Fernandina,Punta_Espinosa,Espi,7/29/18 0:00,20.653
Fernandina,Punta_Espinosa,Espi,7/30/18 0:00,21.221
Fernandina,Punta_Espinosa,Espi,7/31/18 0:00,19.525
Fernandina,Punta_Espinosa,Espi,8/1/18 0:00,19.043
Fernandina,Punta_Espinosa,Espi,8/2/18 0:00,18.589
Fernandina,Punta_Espinosa,Espi,8/3/18 0:00,19.955
Fernandina,Punta_Espinosa,Espi,8/4/18 0:00,20.294
Fernandina,Punta_Espinosa,Espi,8/5/18 0:00,19.514
Fernandina,Punta_Espinosa,Espi,8/6/18 0:00,17.794
Fernandina,Punta_Espinosa,Espi,8/7/18 0:00,17.152
Fernandina,Punta_Espinosa,Espi,8/8/18 0:00,18.02
Fernandina,Punta_Espinosa,Espi,8/9/18 0:00,18.875
Fernandina,Punta_Espinosa,Espi,8/10/18 0:00,19.254
Fernandina,Punta_Espinosa,Espi,8/11/18 0:00,17.454
Fernandina,Punta_Espinosa,Espi,8/12/18 0:00,17.205
