"Plot Title: Pta_Espinosa_28_3_18"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20291397, SEN S/N: 20291397)","Coupler Detached (LGR S/N: 20291397)","Coupler Attached (LGR S/N: 20291397)","Host Connected (LGR S/N: 20291397)","Stopped (LGR S/N: 20291397)","End Of File (LGR S/N: 20291397)"
1,03/28/18 03:37:23 PM,25.817,,,,,
2,03/28/18 03:37:35 PM,,Logged,,,,
3,03/28/18 04:07:23 PM,28.866,,,,,
4,03/28/18 04:37:23 PM,29.916,,,,,
5,03/28/18 05:07:23 PM,22.896,,,,,
6,03/28/18 05:37:23 PM,17.629,,,,,
7,03/28/18 06:07:23 PM,17.819,,,,,
8,03/28/18 06:37:23 PM,18.152,,,,,
9,03/28/18 07:07:23 PM,17.796,,,,,
10,03/28/18 07:37:23 PM,17.796,,,,,
11,03/28/18 08:07:23 PM,18.461,,,,,
12,03/28/18 08:37:23 PM,17.938,,,,,
13,03/28/18 09:07:23 PM,19.294,,,,,
14,03/28/18 09:37:23 PM,19.341,,,,,
15,03/28/18 10:07:23 PM,19.222,,,,,
16,03/28/18 10:37:23 PM,18.533,,,,,
17,03/28/18 11:07:23 PM,18.509,,,,,
18,03/28/18 11:37:23 PM,18.652,,,,,
19,03/29/18 12:07:23 AM,18.224,,,,,
20,03/29/18 12:37:23 AM,17.082,,,,,
21,03/29/18 01:07:23 AM,16.915,,,,,
22,03/29/18 01:37:23 AM,16.844,,,,,
23,03/29/18 02:07:23 AM,16.796,,,,,
24,03/29/18 02:37:23 AM,16.701,,,,,
25,03/29/18 03:07:23 AM,16.606,,,,,
26,03/29/18 03:37:23 AM,16.582,,,,,
27,03/29/18 04:07:23 AM,16.582,,,,,
28,03/29/18 04:37:23 AM,16.725,,,,,
29,03/29/18 05:07:23 AM,16.606,,,,,
30,03/29/18 05:37:23 AM,17.177,,,,,
31,03/29/18 06:07:23 AM,17.249,,,,,
32,03/29/18 06:37:23 AM,17.368,,,,,
33,03/29/18 07:07:23 AM,17.510,,,,,
34,03/29/18 07:37:23 AM,17.510,,,,,
35,03/29/18 08:07:23 AM,17.463,,,,,
36,03/29/18 08:37:23 AM,17.415,,,,,
37,03/29/18 09:07:23 AM,17.415,,,,,
38,03/29/18 09:37:23 AM,17.629,,,,,
39,03/29/18 10:07:23 AM,17.677,,,,,
40,03/29/18 10:37:23 AM,17.653,,,,,
41,03/29/18 11:07:23 AM,17.629,,,,,
42,03/29/18 11:37:23 AM,17.748,,,,,
43,03/29/18 12:07:23 PM,17.796,,,,,
44,03/29/18 12:37:23 PM,17.368,,,,,
45,03/29/18 01:07:23 PM,17.368,,,,,
46,03/29/18 01:37:23 PM,17.272,,,,,
47,03/29/18 02:07:23 PM,17.415,,,,,
48,03/29/18 02:37:23 PM,17.249,,,,,
49,03/29/18 03:07:23 PM,17.249,,,,,
50,03/29/18 03:37:23 PM,17.225,,,,,
51,03/29/18 04:07:23 PM,16.725,,,,,
52,03/29/18 04:37:23 PM,16.773,,,,,
53,03/29/18 05:07:23 PM,16.844,,,,,
54,03/29/18 05:37:23 PM,16.963,,,,,
55,03/29/18 06:07:23 PM,16.749,,,,,
56,03/29/18 06:37:23 PM,16.796,,,,,
57,03/29/18 07:07:23 PM,16.749,,,,,
58,03/29/18 07:37:23 PM,16.844,,,,,
59,03/29/18 08:07:23 PM,17.082,,,,,
60,03/29/18 08:37:23 PM,17.130,,,,,
61,03/29/18 09:07:23 PM,16.963,,,,,
