t,temp,Location
7/12/2018 23:00,21.772,Bart
7/12/2018 23:30,21.795,Bart
7/13/2018 0:00,21.819,Bart
7/13/2018 0:30,21.867,Bart
7/13/2018 1:00,21.915,Bart
7/13/2018 1:30,21.843,Bart
7/13/2018 2:00,21.939,Bart
7/13/2018 2:30,21.987,Bart
7/13/2018 3:00,21.963,Bart
7/13/2018 3:30,21.915,Bart
7/13/2018 4:00,21.963,Bart
7/13/2018 4:30,22.034,Bart
7/13/2018 5:00,22.082,Bart
7/13/2018 5:30,22.106,Bart
7/13/2018 6:00,22.058,Bart
7/13/2018 6:30,21.963,Bart
7/13/2018 7:00,21.939,Bart
7/13/2018 7:30,21.939,Bart
7/13/2018 8:00,21.987,Bart
7/13/2018 8:30,22.034,Bart
7/13/2018 9:00,22.058,Bart
7/13/2018 9:30,22.034,Bart
7/13/2018 10:00,22.082,Bart
7/13/2018 10:30,22.082,Bart
7/13/2018 11:00,22.082,Bart
7/13/2018 11:30,22.13,Bart
7/13/2018 12:00,22.106,Bart
7/13/2018 12:30,22.034,Bart
7/13/2018 13:00,22.058,Bart
7/13/2018 13:30,22.202,Bart
7/13/2018 14:00,22.178,Bart
7/13/2018 14:30,22.178,Bart
7/13/2018 15:00,22.226,Bart
7/13/2018 15:30,22.274,Bart
7/13/2018 16:00,22.154,Bart
7/13/2018 16:30,22.106,Bart
7/13/2018 17:00,22.178,Bart
7/13/2018 17:30,22.178,Bart
7/13/2018 18:00,22.011,Bart
7/13/2018 18:30,21.963,Bart
7/13/2018 19:00,21.867,Bart
7/13/2018 19:30,21.557,Bart
7/13/2018 20:00,21.509,Bart
7/13/2018 20:30,21.724,Bart
7/13/2018 21:00,21.795,Bart
7/13/2018 21:30,21.891,Bart
7/13/2018 22:00,21.939,Bart
7/13/2018 22:30,21.987,Bart
7/13/2018 23:00,22.034,Bart
7/13/2018 23:30,22.058,Bart
7/14/2018 0:00,22.034,Bart
7/14/2018 0:30,22.082,Bart
7/14/2018 1:00,22.082,Bart
7/14/2018 1:30,22.058,Bart
7/14/2018 2:00,22.058,Bart
7/14/2018 2:30,22.058,Bart
7/14/2018 3:00,21.891,Bart
7/14/2018 3:30,21.891,Bart
7/14/2018 4:00,21.39,Bart
7/14/2018 4:30,21.413,Bart
7/14/2018 5:00,22.034,Bart
7/14/2018 5:30,22.106,Bart
7/14/2018 6:00,22.154,Bart
7/14/2018 6:30,22.154,Bart
7/14/2018 7:00,22.154,Bart
7/14/2018 7:30,22.106,Bart
7/14/2018 8:00,22.058,Bart
7/14/2018 8:30,22.082,Bart
7/14/2018 9:00,22.106,Bart
7/14/2018 9:30,22.154,Bart
7/14/2018 10:00,22.202,Bart
7/14/2018 10:30,22.25,Bart
7/14/2018 11:00,22.202,Bart
7/14/2018 11:30,22.226,Bart
7/14/2018 12:00,22.13,Bart
7/14/2018 12:30,21.581,Bart
7/14/2018 13:00,21.557,Bart
7/14/2018 13:30,21.915,Bart
7/14/2018 14:00,21.604,Bart
7/14/2018 14:30,21.127,Bart
7/14/2018 15:00,21.175,Bart
7/14/2018 15:30,21.103,Bart
7/14/2018 16:00,21.103,Bart
7/14/2018 16:30,21.032,Bart
7/14/2018 17:00,21.127,Bart
7/14/2018 17:30,21.342,Bart
7/14/2018 18:00,21.795,Bart
7/14/2018 18:30,21.867,Bart
7/14/2018 19:00,21.843,Bart
7/14/2018 19:30,21.724,Bart
7/14/2018 20:00,21.533,Bart
7/14/2018 20:30,21.413,Bart
7/14/2018 21:00,21.366,Bart
7/14/2018 21:30,21.724,Bart
7/14/2018 22:00,21.724,Bart
7/14/2018 22:30,21.652,Bart
7/14/2018 23:00,21.676,Bart
7/14/2018 23:30,21.676,Bart
7/15/2018 0:00,21.652,Bart
7/15/2018 0:30,21.676,Bart
7/15/2018 1:00,21.652,Bart
7/15/2018 1:30,21.652,Bart
7/15/2018 2:00,21.652,Bart
7/15/2018 2:30,21.652,Bart
7/15/2018 3:00,21.676,Bart
7/15/2018 3:30,21.413,Bart
7/15/2018 4:00,21.581,Bart
7/15/2018 4:30,21.819,Bart
7/15/2018 5:00,21.963,Bart
7/15/2018 5:30,22.106,Bart
7/15/2018 6:00,22.13,Bart
7/15/2018 6:30,21.724,Bart
7/15/2018 7:00,21.199,Bart
7/15/2018 7:30,21.079,Bart
7/15/2018 8:00,21.604,Bart
7/15/2018 8:30,21.652,Bart
7/15/2018 9:00,21.748,Bart
7/15/2018 9:30,21.867,Bart
7/15/2018 10:00,21.915,Bart
7/15/2018 10:30,22.011,Bart
7/15/2018 11:00,22.058,Bart
7/15/2018 11:30,21.939,Bart
7/15/2018 12:00,21.915,Bart
7/15/2018 12:30,21.915,Bart
7/15/2018 13:00,22.106,Bart
7/15/2018 13:30,22.178,Bart
7/15/2018 14:00,21.891,Bart
7/15/2018 14:30,21.628,Bart
7/15/2018 15:00,21.652,Bart
7/15/2018 15:30,21.748,Bart
7/15/2018 16:00,21.748,Bart
7/15/2018 16:30,21.891,Bart
7/15/2018 17:00,21.867,Bart
7/15/2018 17:30,21.819,Bart
7/15/2018 18:00,21.843,Bart
7/15/2018 18:30,22.034,Bart
7/15/2018 19:00,22.202,Bart
7/15/2018 19:30,22.226,Bart
7/15/2018 20:00,22.226,Bart
7/15/2018 20:30,22.202,Bart
7/15/2018 21:00,22.178,Bart
7/15/2018 21:30,21.676,Bart
7/15/2018 22:00,22.058,Bart
7/15/2018 22:30,21.437,Bart
7/15/2018 23:00,21.557,Bart
7/15/2018 23:30,21.795,Bart
7/16/2018 0:00,21.843,Bart
7/16/2018 0:30,21.795,Bart
7/16/2018 1:00,21.7,Bart
7/16/2018 1:30,21.795,Bart
7/16/2018 2:00,21.915,Bart
7/16/2018 2:30,21.843,Bart
7/16/2018 3:00,21.867,Bart
7/16/2018 3:30,21.246,Bart
7/16/2018 4:00,21.7,Bart
7/16/2018 4:30,21.795,Bart
7/16/2018 5:00,21.867,Bart
7/16/2018 5:30,21.772,Bart
7/16/2018 6:00,21.772,Bart
7/16/2018 6:30,21.294,Bart
7/16/2018 7:00,21.581,Bart
7/16/2018 7:30,21.819,Bart
7/16/2018 8:00,21.915,Bart
7/16/2018 8:30,21.963,Bart
7/16/2018 9:00,21.676,Bart
7/16/2018 9:30,21.724,Bart
7/16/2018 10:00,21.748,Bart
7/16/2018 10:30,21.819,Bart
7/16/2018 11:00,21.819,Bart
7/16/2018 11:30,21.867,Bart
7/16/2018 12:00,21.843,Bart
7/16/2018 12:30,21.939,Bart
7/16/2018 13:00,21.987,Bart
7/16/2018 13:30,22.034,Bart
7/16/2018 14:00,21.939,Bart
7/16/2018 14:30,22.034,Bart
7/16/2018 15:00,22.058,Bart
7/16/2018 15:30,21.987,Bart
7/16/2018 16:00,22.011,Bart
7/16/2018 16:30,22.082,Bart
7/16/2018 17:00,22.034,Bart
7/16/2018 17:30,21.772,Bart
7/16/2018 18:00,21.915,Bart
7/16/2018 18:30,21.748,Bart
7/16/2018 19:00,21.819,Bart
7/16/2018 19:30,21.819,Bart
7/16/2018 20:00,18.771,Bart
7/16/2018 20:30,20.793,Bart
7/16/2018 21:00,21.724,Bart
7/16/2018 21:30,21.199,Bart
7/16/2018 22:00,21.294,Bart
7/16/2018 22:30,18.961,Bart
7/16/2018 23:00,20.126,Bart
7/16/2018 23:30,21.461,Bart
7/17/2018 0:00,21.915,Bart
7/17/2018 0:30,22.011,Bart
7/17/2018 1:00,22.226,Bart
7/17/2018 1:30,21.843,Bart
7/17/2018 2:00,22.274,Bart
7/17/2018 2:30,22.417,Bart
7/17/2018 3:00,22.441,Bart
7/17/2018 3:30,22.465,Bart
7/17/2018 4:00,22.441,Bart
7/17/2018 4:30,22.441,Bart
7/17/2018 5:00,22.489,Bart
7/17/2018 5:30,22.465,Bart
7/17/2018 6:00,22.465,Bart
7/17/2018 6:30,22.441,Bart
7/17/2018 7:00,22.465,Bart
7/17/2018 7:30,22.537,Bart
7/17/2018 8:00,22.633,Bart
7/17/2018 8:30,22.657,Bart
7/17/2018 9:00,22.729,Bart
7/17/2018 9:30,22.776,Bart
7/17/2018 10:00,22.753,Bart
7/17/2018 10:30,22.8,Bart
7/17/2018 11:00,22.848,Bart
7/17/2018 11:30,22.872,Bart
7/17/2018 12:00,22.92,Bart
7/17/2018 12:30,22.92,Bart
7/17/2018 13:00,22.944,Bart
7/17/2018 13:30,22.944,Bart
7/17/2018 14:00,23.064,Bart
7/17/2018 14:30,23.136,Bart
7/17/2018 15:00,23.16,Bart
7/17/2018 15:30,23.16,Bart
7/17/2018 16:00,23.16,Bart
7/17/2018 16:30,23.16,Bart
7/17/2018 17:00,23.16,Bart
7/17/2018 17:30,23.16,Bart
7/17/2018 18:00,23.16,Bart
7/17/2018 18:30,23.16,Bart
7/17/2018 19:00,23.16,Bart
7/17/2018 19:30,23.16,Bart
7/17/2018 20:00,23.136,Bart
7/17/2018 20:30,23.136,Bart
7/17/2018 21:00,23.136,Bart
7/17/2018 21:30,23.184,Bart
7/17/2018 22:00,23.232,Bart
7/17/2018 22:30,23.208,Bart
7/17/2018 23:00,23.232,Bart
7/17/2018 23:30,23.232,Bart
7/18/2018 0:00,23.256,Bart
7/18/2018 0:30,23.328,Bart
7/18/2018 1:00,23.328,Bart
7/18/2018 1:30,23.376,Bart
7/18/2018 2:00,23.4,Bart
7/18/2018 2:30,23.376,Bart
7/18/2018 3:00,23.424,Bart
7/18/2018 3:30,23.424,Bart
7/18/2018 4:00,23.424,Bart
7/18/2018 4:30,23.448,Bart
7/18/2018 5:00,23.4,Bart
7/18/2018 5:30,23.4,Bart
7/18/2018 6:00,23.376,Bart
7/18/2018 6:30,23.376,Bart
7/18/2018 7:00,23.4,Bart
7/18/2018 7:30,23.4,Bart
7/18/2018 8:00,23.448,Bart
7/18/2018 8:30,23.472,Bart
7/18/2018 9:00,23.472,Bart
7/18/2018 9:30,23.472,Bart
7/18/2018 10:00,23.472,Bart
7/18/2018 10:30,23.521,Bart
7/18/2018 11:00,23.569,Bart
7/18/2018 11:30,23.641,Bart
7/18/2018 12:00,23.689,Bart
7/18/2018 12:30,23.833,Bart
7/18/2018 13:00,23.881,Bart
7/18/2018 13:30,23.93,Bart
7/18/2018 14:00,23.954,Bart
7/18/2018 14:30,23.905,Bart
7/18/2018 15:00,23.881,Bart
7/18/2018 15:30,23.905,Bart
7/18/2018 16:00,23.93,Bart
7/18/2018 16:30,23.881,Bart
7/18/2018 17:00,23.881,Bart
7/18/2018 17:30,23.857,Bart
7/18/2018 18:00,23.857,Bart
7/18/2018 18:30,23.857,Bart
7/18/2018 19:00,23.857,Bart
7/18/2018 19:30,23.881,Bart
7/18/2018 20:00,23.833,Bart
7/18/2018 20:30,23.713,Bart
7/18/2018 21:00,23.545,Bart
7/18/2018 21:30,23.617,Bart
7/18/2018 22:00,23.665,Bart
7/18/2018 22:30,23.665,Bart
7/18/2018 23:00,23.689,Bart
7/18/2018 23:30,23.617,Bart
7/19/2018 0:00,23.689,Bart
7/19/2018 0:30,23.641,Bart
7/19/2018 1:00,23.593,Bart
7/19/2018 1:30,23.665,Bart
7/19/2018 2:00,23.641,Bart
7/19/2018 2:30,23.641,Bart
7/19/2018 3:00,23.617,Bart
7/19/2018 3:30,23.617,Bart
7/19/2018 4:00,23.569,Bart
7/19/2018 4:30,23.593,Bart
7/19/2018 5:00,23.593,Bart
7/19/2018 5:30,23.569,Bart
7/19/2018 6:00,23.593,Bart
7/19/2018 6:30,23.569,Bart
7/19/2018 7:00,23.569,Bart
7/19/2018 7:30,23.28,Bart
7/19/2018 8:00,23.28,Bart
7/19/2018 8:30,23.376,Bart
7/19/2018 9:00,23.448,Bart
7/19/2018 9:30,23.472,Bart
7/19/2018 10:00,23.497,Bart
7/19/2018 10:30,23.4,Bart
7/19/2018 11:00,23.472,Bart
7/19/2018 11:30,23.352,Bart
7/19/2018 12:00,23.352,Bart
7/19/2018 12:30,23.448,Bart
7/19/2018 13:00,23.448,Bart
7/19/2018 13:30,23.521,Bart
7/19/2018 14:00,23.545,Bart
7/19/2018 14:30,23.569,Bart
7/19/2018 15:00,23.448,Bart
7/19/2018 15:30,23.424,Bart
7/19/2018 16:00,23.376,Bart
7/19/2018 16:30,23.304,Bart
7/19/2018 17:00,23.208,Bart
7/19/2018 17:30,23.256,Bart
7/19/2018 18:00,23.016,Bart
7/19/2018 18:30,23.208,Bart
7/19/2018 19:00,23.256,Bart
7/19/2018 19:30,23.328,Bart
7/19/2018 20:00,23.352,Bart
7/19/2018 20:30,23.256,Bart
7/19/2018 21:00,23.208,Bart
7/19/2018 21:30,23.232,Bart
7/19/2018 22:00,23.208,Bart
7/19/2018 22:30,23.112,Bart
7/19/2018 23:00,23.16,Bart
7/19/2018 23:30,23.16,Bart
7/20/2018 0:00,23.112,Bart
7/20/2018 0:30,23.136,Bart
7/20/2018 1:00,23.136,Bart
7/20/2018 1:30,22.513,Bart
7/20/2018 2:00,22.776,Bart
7/20/2018 2:30,21.413,Bart
7/20/2018 3:00,22.106,Bart
7/20/2018 3:30,22.178,Bart
7/20/2018 4:00,21.987,Bart
7/20/2018 4:30,21.915,Bart
7/20/2018 5:00,21.891,Bart
7/20/2018 5:30,22.274,Bart
7/20/2018 6:00,21.987,Bart
7/20/2018 6:30,21.795,Bart
7/20/2018 7:00,21.939,Bart
7/20/2018 7:30,21.151,Bart
7/20/2018 8:00,20.103,Bart
7/20/2018 8:30,20.603,Bart
7/20/2018 9:00,21.246,Bart
7/20/2018 9:30,21.151,Bart
7/20/2018 10:00,20.579,Bart
7/20/2018 10:30,20.079,Bart
7/20/2018 11:00,19.008,Bart
7/20/2018 11:30,19.651,Bart
7/20/2018 12:00,19.746,Bart
7/20/2018 12:30,20.103,Bart
7/20/2018 13:00,19.127,Bart
7/20/2018 13:30,18.628,Bart
7/20/2018 14:00,18.747,Bart
7/20/2018 14:30,18.509,Bart
7/20/2018 15:00,18.081,Bart
7/20/2018 15:30,18.794,Bart
7/20/2018 16:00,19.865,Bart
7/20/2018 16:30,18.866,Bart
7/20/2018 17:00,18.366,Bart
7/20/2018 17:30,18.438,Bart
7/20/2018 18:00,18.414,Bart
7/20/2018 18:30,18.295,Bart
7/20/2018 19:00,18.295,Bart
7/20/2018 19:30,18.247,Bart
7/20/2018 20:00,18.2,Bart
7/20/2018 20:30,18.2,Bart
7/20/2018 21:00,19.865,Bart
7/20/2018 21:30,19.698,Bart
7/20/2018 22:00,20.293,Bart
7/20/2018 22:30,20.889,Bart
7/20/2018 23:00,21.342,Bart
7/20/2018 23:30,21.294,Bart
7/21/2018 0:00,21.342,Bart
7/21/2018 0:30,21.318,Bart
7/21/2018 1:00,21.27,Bart
7/21/2018 1:30,21.246,Bart
7/21/2018 2:00,21.175,Bart
7/21/2018 2:30,21.223,Bart
7/21/2018 3:00,20.793,Bart
7/21/2018 3:30,20.722,Bart
7/21/2018 4:00,20.722,Bart
7/21/2018 4:30,20.722,Bart
7/21/2018 5:00,20.817,Bart
7/21/2018 5:30,20.96,Bart
7/21/2018 6:00,20.913,Bart
7/21/2018 6:30,20.96,Bart
7/21/2018 7:00,20.913,Bart
7/21/2018 7:30,20.984,Bart
7/21/2018 8:00,20.96,Bart
7/21/2018 8:30,21.151,Bart
7/21/2018 9:00,21.246,Bart
7/21/2018 9:30,21.437,Bart
7/21/2018 10:00,21.581,Bart
7/21/2018 10:30,21.628,Bart
7/21/2018 11:00,21.772,Bart
7/21/2018 11:30,21.795,Bart
7/21/2018 12:00,21.915,Bart
7/21/2018 12:30,21.819,Bart
7/21/2018 13:00,21.748,Bart
7/21/2018 13:30,21.724,Bart
7/21/2018 14:00,21.7,Bart
7/21/2018 14:30,21.748,Bart
7/21/2018 15:00,21.724,Bart
7/21/2018 15:30,21.748,Bart
7/21/2018 16:00,21.772,Bart
7/21/2018 16:30,21.652,Bart
7/21/2018 17:00,22.106,Bart
7/21/2018 17:30,22.321,Bart
7/21/2018 18:00,22.537,Bart
7/21/2018 18:30,22.561,Bart
7/21/2018 19:00,22.609,Bart
7/21/2018 19:30,22.657,Bart
7/21/2018 20:00,22.657,Bart
7/21/2018 20:30,22.681,Bart
7/21/2018 21:00,22.705,Bart
7/21/2018 21:30,22.681,Bart
7/21/2018 22:00,22.8,Bart
7/21/2018 22:30,23.016,Bart
7/21/2018 23:00,23.088,Bart
7/21/2018 23:30,23.064,Bart
7/22/2018 0:00,23.016,Bart
7/22/2018 0:30,23.064,Bart
7/22/2018 1:00,23.064,Bart
7/22/2018 1:30,23.04,Bart
7/22/2018 2:00,23.016,Bart
7/22/2018 2:30,22.992,Bart
7/22/2018 3:00,22.992,Bart
7/22/2018 3:30,22.944,Bart
7/22/2018 4:00,22.896,Bart
7/22/2018 4:30,22.92,Bart
7/22/2018 5:00,22.92,Bart
7/22/2018 5:30,22.944,Bart
7/22/2018 6:00,22.968,Bart
7/22/2018 6:30,22.992,Bart
7/22/2018 7:00,23.016,Bart
7/22/2018 7:30,23.016,Bart
7/22/2018 8:00,22.992,Bart
7/22/2018 8:30,22.944,Bart
7/22/2018 9:00,22.992,Bart
7/22/2018 9:30,23.088,Bart
7/22/2018 10:00,23.112,Bart
7/22/2018 10:30,23.136,Bart
7/22/2018 11:00,23.16,Bart
7/22/2018 11:30,23.088,Bart
7/22/2018 12:00,23.088,Bart
7/22/2018 12:30,23.112,Bart
7/22/2018 13:00,23.16,Bart
7/22/2018 13:30,23.184,Bart
7/22/2018 14:00,23.112,Bart
7/22/2018 14:30,23.064,Bart
7/22/2018 15:00,23.04,Bart
7/22/2018 15:30,23.04,Bart
7/22/2018 16:00,22.992,Bart
7/22/2018 16:30,22.944,Bart
7/22/2018 17:00,22.848,Bart
7/22/2018 17:30,22.824,Bart
7/22/2018 18:00,22.848,Bart
7/22/2018 18:30,22.872,Bart
7/22/2018 19:00,22.848,Bart
7/22/2018 19:30,22.8,Bart
7/22/2018 20:00,22.776,Bart
7/22/2018 20:30,22.776,Bart
7/22/2018 21:00,22.824,Bart
7/22/2018 21:30,22.896,Bart
7/22/2018 22:00,22.92,Bart
7/22/2018 22:30,22.896,Bart
7/22/2018 23:00,22.872,Bart
7/22/2018 23:30,22.872,Bart
7/23/2018 0:00,22.872,Bart
7/23/2018 0:30,22.896,Bart
7/23/2018 1:00,22.896,Bart
7/23/2018 1:30,22.896,Bart
7/23/2018 2:00,22.824,Bart
7/23/2018 2:30,22.513,Bart
7/23/2018 3:00,22.178,Bart
7/23/2018 3:30,22.393,Bart
7/23/2018 4:00,22.513,Bart
7/23/2018 4:30,22.633,Bart
7/23/2018 5:00,22.561,Bart
7/23/2018 5:30,22.345,Bart
7/23/2018 6:00,22.25,Bart
7/23/2018 6:30,22.082,Bart
7/23/2018 7:00,22.178,Bart
7/23/2018 7:30,22.298,Bart
7/23/2018 8:00,22.226,Bart
7/23/2018 8:30,22.154,Bart
7/23/2018 9:00,22.274,Bart
7/23/2018 9:30,22.25,Bart
7/23/2018 10:00,21.939,Bart
7/23/2018 10:30,21.939,Bart
7/23/2018 11:00,21.843,Bart
7/23/2018 11:30,21.939,Bart
7/23/2018 12:00,22.011,Bart
7/23/2018 12:30,22.058,Bart
7/23/2018 13:00,22.13,Bart
7/23/2018 13:30,22.034,Bart
7/23/2018 14:00,22.011,Bart
7/23/2018 14:30,22.034,Bart
7/23/2018 15:00,22.058,Bart
7/23/2018 15:30,22.106,Bart
7/23/2018 16:00,22.178,Bart
7/23/2018 16:30,22.25,Bart
7/23/2018 17:00,22.274,Bart
7/23/2018 17:30,22.298,Bart
7/23/2018 18:00,22.321,Bart
7/23/2018 18:30,22.058,Bart
7/23/2018 19:00,22.034,Bart
7/23/2018 19:30,22.321,Bart
7/23/2018 20:00,22.321,Bart
7/23/2018 20:30,22.298,Bart
7/23/2018 21:00,22.274,Bart
7/23/2018 21:30,22.178,Bart
7/23/2018 22:00,22.058,Bart
7/23/2018 22:30,21.891,Bart
7/23/2018 23:00,21.939,Bart
7/23/2018 23:30,22.082,Bart
7/24/2018 0:00,22.106,Bart
7/24/2018 0:30,22.034,Bart
7/24/2018 1:00,21.939,Bart
7/24/2018 1:30,21.7,Bart
7/24/2018 2:00,21.008,Bart
7/24/2018 2:30,21.581,Bart
7/24/2018 3:00,21.795,Bart
7/24/2018 3:30,21.557,Bart
7/24/2018 4:00,21.032,Bart
7/24/2018 4:30,20.436,Bart
7/24/2018 5:00,21.533,Bart
7/24/2018 5:30,21.27,Bart
7/24/2018 6:00,20.984,Bart
7/24/2018 6:30,21.27,Bart
7/24/2018 7:00,20.436,Bart
7/24/2018 7:30,20.817,Bart
7/24/2018 8:00,21.032,Bart
7/24/2018 8:30,21.103,Bart
7/24/2018 9:00,21.724,Bart
7/24/2018 9:30,21.628,Bart
7/24/2018 10:00,21.7,Bart
7/24/2018 10:30,21.772,Bart
7/24/2018 11:00,21.843,Bart
7/24/2018 11:30,21.724,Bart
7/24/2018 12:00,21.819,Bart
7/24/2018 12:30,21.652,Bart
7/24/2018 13:00,21.557,Bart
7/24/2018 13:30,21.533,Bart
7/24/2018 14:00,21.175,Bart
7/24/2018 14:30,20.889,Bart
7/24/2018 15:00,20.865,Bart
7/24/2018 15:30,21.223,Bart
7/24/2018 16:00,21.127,Bart
7/24/2018 16:30,21.366,Bart
7/24/2018 17:00,21.581,Bart
7/24/2018 17:30,21.223,Bart
7/24/2018 18:00,21.366,Bart
7/24/2018 18:30,21.413,Bart
7/24/2018 19:00,21.127,Bart
7/24/2018 19:30,21.079,Bart
7/24/2018 20:00,21.008,Bart
7/24/2018 20:30,20.96,Bart
7/24/2018 21:00,21.056,Bart
7/24/2018 21:30,21.509,Bart
7/24/2018 22:00,21.557,Bart
7/24/2018 22:30,21.557,Bart
7/24/2018 23:00,21.581,Bart
7/24/2018 23:30,21.509,Bart
7/25/2018 0:00,21.39,Bart
7/25/2018 0:30,21.437,Bart
7/25/2018 1:00,21.437,Bart
7/25/2018 1:30,21.437,Bart
7/25/2018 2:00,21.39,Bart
7/25/2018 2:30,21.413,Bart
7/25/2018 3:00,21.461,Bart
7/25/2018 3:30,21.533,Bart
7/25/2018 4:00,21.27,Bart
7/25/2018 4:30,21.223,Bart
7/25/2018 5:00,21.246,Bart
7/25/2018 5:30,21.175,Bart
7/25/2018 6:00,21.032,Bart
7/25/2018 6:30,21.008,Bart
7/25/2018 7:00,21.008,Bart
7/25/2018 7:30,20.889,Bart
7/25/2018 8:00,20.913,Bart
7/25/2018 8:30,20.96,Bart
7/25/2018 9:00,20.984,Bart
7/25/2018 9:30,21.032,Bart
7/25/2018 10:00,21.032,Bart
7/25/2018 10:30,21.032,Bart
7/25/2018 11:00,21.056,Bart
7/25/2018 11:30,21.079,Bart
7/25/2018 12:00,21.079,Bart
7/25/2018 12:30,21.175,Bart
7/25/2018 13:00,21.294,Bart
7/25/2018 13:30,21.509,Bart
7/25/2018 14:00,21.7,Bart
7/25/2018 14:30,21.772,Bart
7/25/2018 15:00,21.819,Bart
7/25/2018 15:30,21.843,Bart
7/25/2018 16:00,21.867,Bart
7/25/2018 16:30,21.891,Bart
7/25/2018 17:00,21.891,Bart
7/25/2018 17:30,21.891,Bart
7/25/2018 18:00,21.867,Bart
7/25/2018 18:30,21.867,Bart
7/25/2018 19:00,21.7,Bart
7/25/2018 19:30,21.628,Bart
7/25/2018 20:00,21.772,Bart
7/25/2018 20:30,21.652,Bart
7/25/2018 21:00,21.772,Bart
7/25/2018 21:30,21.795,Bart
7/25/2018 22:00,21.772,Bart
7/25/2018 22:30,21.772,Bart
7/25/2018 23:00,21.772,Bart
7/25/2018 23:30,21.772,Bart
7/26/2018 0:00,21.772,Bart
7/26/2018 0:30,21.772,Bart
7/26/2018 1:00,21.772,Bart
7/26/2018 1:30,21.772,Bart
7/26/2018 2:00,21.772,Bart
7/26/2018 2:30,21.819,Bart
7/26/2018 3:00,21.819,Bart
7/26/2018 3:30,21.867,Bart
7/26/2018 4:00,21.915,Bart
7/26/2018 4:30,21.939,Bart
7/26/2018 5:00,21.963,Bart
7/26/2018 5:30,21.987,Bart
7/26/2018 6:00,22.011,Bart
7/26/2018 6:30,21.939,Bart
7/26/2018 7:00,21.987,Bart
7/26/2018 7:30,21.963,Bart
7/26/2018 8:00,21.987,Bart
7/26/2018 8:30,21.939,Bart
7/26/2018 9:00,21.891,Bart
7/26/2018 9:30,21.987,Bart
7/26/2018 10:00,21.843,Bart
7/26/2018 10:30,22.011,Bart
7/26/2018 11:00,22.011,Bart
7/26/2018 11:30,22.011,Bart
7/26/2018 12:00,22.034,Bart
7/26/2018 12:30,22.082,Bart
7/26/2018 13:00,22.106,Bart
7/26/2018 13:30,22.058,Bart
7/26/2018 14:00,21.939,Bart
7/26/2018 14:30,21.843,Bart
7/26/2018 15:00,21.795,Bart
7/26/2018 15:30,21.795,Bart
7/26/2018 16:00,21.724,Bart
7/26/2018 16:30,21.604,Bart
7/26/2018 17:00,21.7,Bart
7/26/2018 17:30,21.772,Bart
7/26/2018 18:00,21.772,Bart
7/26/2018 18:30,21.819,Bart
7/26/2018 19:00,21.724,Bart
7/26/2018 19:30,21.652,Bart
7/26/2018 20:00,21.7,Bart
7/26/2018 20:30,21.724,Bart
7/26/2018 21:00,21.748,Bart
7/26/2018 21:30,21.772,Bart
7/26/2018 22:00,21.748,Bart
7/26/2018 22:30,21.724,Bart
7/26/2018 23:00,21.724,Bart
7/26/2018 23:30,21.7,Bart
7/27/2018 0:00,21.676,Bart
7/27/2018 0:30,21.676,Bart
7/27/2018 1:00,21.652,Bart
7/27/2018 1:30,21.628,Bart
7/27/2018 2:00,21.604,Bart
7/27/2018 2:30,21.533,Bart
7/27/2018 3:00,21.509,Bart
7/27/2018 3:30,21.461,Bart
7/27/2018 4:00,21.485,Bart
7/27/2018 4:30,21.509,Bart
7/27/2018 5:00,21.533,Bart
7/27/2018 5:30,21.533,Bart
7/27/2018 6:00,21.533,Bart
7/27/2018 6:30,21.533,Bart
7/27/2018 7:00,21.533,Bart
7/27/2018 7:30,21.509,Bart
7/27/2018 8:00,21.366,Bart
7/27/2018 8:30,21.437,Bart
7/27/2018 9:00,21.461,Bart
7/27/2018 9:30,21.485,Bart
7/27/2018 10:00,21.461,Bart
7/27/2018 10:30,21.461,Bart
7/27/2018 11:00,21.485,Bart
7/27/2018 11:30,21.509,Bart
7/27/2018 12:00,21.557,Bart
7/27/2018 12:30,21.509,Bart
7/27/2018 13:00,21.437,Bart
7/27/2018 13:30,21.485,Bart
7/27/2018 14:00,21.39,Bart
7/27/2018 14:30,21.485,Bart
7/27/2018 15:00,21.533,Bart
7/27/2018 15:30,21.557,Bart
7/27/2018 16:00,21.557,Bart
7/27/2018 16:30,21.581,Bart
7/27/2018 17:00,21.604,Bart
7/27/2018 17:30,21.628,Bart
7/27/2018 18:00,21.7,Bart
7/27/2018 18:30,21.7,Bart
7/27/2018 19:00,21.7,Bart
7/27/2018 19:30,21.628,Bart
7/27/2018 20:00,21.628,Bart
7/27/2018 20:30,21.581,Bart
7/27/2018 21:00,21.557,Bart
7/27/2018 21:30,21.557,Bart
7/27/2018 22:00,21.581,Bart
7/27/2018 22:30,21.604,Bart
7/27/2018 23:00,21.604,Bart
7/27/2018 23:30,21.628,Bart
7/28/2018 0:00,21.628,Bart
7/28/2018 0:30,21.652,Bart
7/28/2018 1:00,21.628,Bart
7/28/2018 1:30,21.581,Bart
7/28/2018 2:00,21.604,Bart
7/28/2018 2:30,21.581,Bart
7/28/2018 3:00,21.581,Bart
7/28/2018 3:30,21.557,Bart
7/28/2018 4:00,21.581,Bart
7/28/2018 4:30,21.581,Bart
7/28/2018 5:00,21.628,Bart
7/28/2018 5:30,21.461,Bart
7/28/2018 6:00,21.318,Bart
7/28/2018 6:30,21.342,Bart
