"Plot Title: La_Botella_26_03_18"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20291396, SEN S/N: 20291396)","Coupler Detached (LGR S/N: 20291396)","Coupler Attached (LGR S/N: 20291396)","Host Connected (LGR S/N: 20291396)","Stopped (LGR S/N: 20291396)","End Of File (LGR S/N: 20291396)"
1,03/26/18 02:09:46 PM,29.090,,,,,
2,03/26/18 02:10:26 PM,,Logged,,,,
3,03/26/18 02:39:46 PM,26.158,,,,,
4,03/26/18 03:09:46 PM,23.136,,,,,
5,03/26/18 03:39:46 PM,22.657,,,,,
6,03/26/18 04:09:46 PM,20.984,,,,,
7,03/26/18 04:39:46 PM,21.366,,,,,
8,03/26/18 05:09:46 PM,21.700,,,,,
9,03/26/18 05:39:46 PM,22.441,,,,,
10,03/26/18 06:09:46 PM,22.513,,,,,
11,03/26/18 06:39:46 PM,20.412,,,,,
12,03/26/18 07:09:46 PM,21.509,,,,,
13,03/26/18 07:39:46 PM,22.872,,,,,
14,03/26/18 08:09:46 PM,23.016,,,,,
15,03/26/18 08:39:46 PM,23.088,,,,,
16,03/26/18 09:09:46 PM,23.184,,,,,
17,03/26/18 09:39:46 PM,23.208,,,,,
18,03/26/18 10:09:46 PM,23.256,,,,,
19,03/26/18 10:39:46 PM,23.280,,,,,
20,03/26/18 11:09:46 PM,23.280,,,,,
21,03/26/18 11:39:46 PM,23.304,,,,,
22,03/27/18 12:09:46 AM,23.376,,,,,
23,03/27/18 12:39:46 AM,23.448,,,,,
24,03/27/18 01:09:46 AM,23.472,,,,,
25,03/27/18 01:39:46 AM,23.472,,,,,
26,03/27/18 02:09:46 AM,23.472,,,,,
27,03/27/18 02:39:46 AM,23.088,,,,,
28,03/27/18 03:09:46 AM,21.461,,,,,
29,03/27/18 03:39:46 AM,21.628,,,,,
30,03/27/18 04:09:46 AM,21.342,,,,,
31,03/27/18 04:39:46 AM,20.507,,,,,
32,03/27/18 05:09:46 AM,22.369,,,,,
