"Plot Title: Bahia_Sullivan_30_03_18"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20291395, SEN S/N: 20291395)","Coupler Detached (LGR S/N: 20291395)","Coupler Attached (LGR S/N: 20291395)","Host Connected (LGR S/N: 20291395)","Stopped (LGR S/N: 20291395)","End Of File (LGR S/N: 20291395)"
1,03/30/18 10:00:00 AM,31.535,Logged,,,,
2,03/30/18 10:30:00 AM,30.976,,,,,
3,03/30/18 11:00:00 AM,34.176,,,,,
4,03/30/18 11:30:00 AM,25.016,,,,,
5,03/30/18 12:00:00 PM,24.798,,,,,
6,03/30/18 12:30:00 PM,25.331,,,,,
7,03/30/18 01:00:00 PM,24.243,,,,,
8,03/30/18 01:30:00 PM,24.050,,,,,
9,03/30/18 02:00:00 PM,24.195,,,,,
10,03/30/18 02:30:00 PM,24.098,,,,,
11,03/30/18 03:00:00 PM,24.050,,,,,
12,03/30/18 03:30:00 PM,24.122,,,,,
13,03/30/18 04:00:00 PM,24.219,,,,,
14,03/30/18 04:30:00 PM,23.930,,,,,
15,03/30/18 05:00:00 PM,24.219,,,,,
16,03/30/18 05:30:00 PM,24.026,,,,,
17,03/30/18 06:00:00 PM,24.026,,,,,
18,03/30/18 06:30:00 PM,25.210,,,,,
19,03/30/18 07:00:00 PM,25.113,,,,,
20,03/30/18 07:30:00 PM,24.919,,,,,
21,03/30/18 08:00:00 PM,24.653,,,,,
22,03/30/18 08:30:00 PM,24.823,,,,,
23,03/30/18 09:00:00 PM,25.089,,,,,
24,03/30/18 09:30:00 PM,25.113,,,,,
25,03/30/18 10:00:00 PM,25.525,,,,,
26,03/30/18 10:30:00 PM,25.501,,,,,
27,03/30/18 11:00:00 PM,25.162,,,,,
28,03/30/18 11:30:00 PM,24.895,,,,,
29,03/31/18 12:00:00 AM,24.919,,,,,
30,03/31/18 12:30:00 AM,24.919,,,,,
31,03/31/18 01:00:00 AM,24.895,,,,,
32,03/31/18 01:30:00 AM,24.871,,,,,
33,03/31/18 02:00:00 AM,24.895,,,,,
34,03/31/18 02:30:00 AM,24.750,,,,,
35,03/31/18 03:00:00 AM,24.702,,,,,
36,03/31/18 03:30:00 AM,24.677,,,,,
37,03/31/18 04:00:00 AM,24.653,,,,,
38,03/31/18 04:30:00 AM,23.665,,,,,
39,03/31/18 05:00:00 AM,24.798,,,,,
40,03/31/18 05:30:00 AM,24.847,,,,,
41,03/31/18 06:00:00 AM,24.726,,,,,
42,03/31/18 06:30:00 AM,24.847,,,,,
43,03/31/18 07:00:00 AM,25.016,,,,,
44,03/31/18 07:30:00 AM,25.065,,,,,
45,03/31/18 08:00:00 AM,25.089,,,,,
46,03/31/18 08:30:00 AM,25.089,,,,,
47,03/31/18 09:00:00 AM,25.113,,,,,
48,03/31/18 09:30:00 AM,25.210,,,,,
49,03/31/18 10:00:00 AM,25.258,,,,,
50,03/31/18 10:30:00 AM,25.283,,,,,
51,03/31/18 11:00:00 AM,25.234,,,,,
52,03/31/18 11:30:00 AM,25.380,,,,,
53,03/31/18 12:00:00 PM,25.234,,,,,
54,03/31/18 12:30:00 PM,25.113,,,,,
55,03/31/18 01:00:00 PM,25.065,,,,,
56,03/31/18 01:30:00 PM,25.137,,,,,
57,03/31/18 02:00:00 PM,25.113,,,,,
58,03/31/18 02:30:00 PM,24.871,,,,,
59,03/31/18 03:00:00 PM,24.750,,,,,
60,03/31/18 03:30:00 PM,24.315,,,,,
61,03/31/18 04:00:00 PM,24.098,,,,,
62,03/31/18 04:30:00 PM,24.243,,,,,
63,03/31/18 05:00:00 PM,23.376,,,,,
64,03/31/18 05:30:00 PM,23.352,,,,,
65,03/31/18 06:00:00 PM,23.521,,,,,
66,03/31/18 06:30:00 PM,24.823,,,,,
67,03/31/18 07:00:00 PM,24.992,,,,,
68,03/31/18 07:30:00 PM,24.847,,,,,
69,03/31/18 08:00:00 PM,25.065,,,,,
70,03/31/18 08:30:00 PM,25.137,,,,,
71,03/31/18 09:00:00 PM,25.258,,,,,
72,03/31/18 09:30:00 PM,25.307,,,,,
73,03/31/18 10:00:00 PM,25.331,,,,,
74,03/31/18 10:30:00 PM,24.895,,,,,
75,03/31/18 11:00:00 PM,24.581,,,,,
76,03/31/18 11:30:00 PM,24.557,,,,,
77,04/01/18 12:00:00 AM,24.653,,,,,
78,04/01/18 12:30:00 AM,24.122,,,,,
79,04/01/18 01:00:00 AM,24.339,,,,,
80,04/01/18 01:30:00 AM,24.074,,,,,
81,04/01/18 02:00:00 AM,24.171,,,,,
82,04/01/18 02:30:00 AM,22.441,,,,,
83,04/01/18 03:00:00 AM,23.088,,,,,
84,04/01/18 03:30:00 AM,23.857,,,,,
85,04/01/18 04:00:00 AM,24.267,,,,,
86,04/01/18 04:30:00 AM,24.002,,,,,
87,04/01/18 05:00:00 AM,22.561,,,,,
88,04/01/18 05:30:00 AM,23.232,,,,,
89,04/01/18 06:00:00 AM,23.881,,,,,
90,04/01/18 06:30:00 AM,23.641,,,,,
91,04/01/18 07:00:00 AM,23.545,,,,,
92,04/01/18 07:30:00 AM,23.593,,,,,
93,04/01/18 08:00:00 AM,23.785,,,,,
94,04/01/18 08:30:00 AM,23.545,,,,,
95,04/01/18 09:00:00 AM,23.569,,,,,
96,04/01/18 09:30:00 AM,23.954,,,,,
97,04/01/18 10:00:00 AM,24.002,,,,,
98,04/01/18 10:30:00 AM,24.171,,,,,
99,04/01/18 11:00:00 AM,24.122,,,,,
100,04/01/18 11:30:00 AM,24.050,,,,,
101,04/01/18 12:00:00 PM,24.363,,,,,
102,04/01/18 12:30:00 PM,24.195,,,,,
103,04/01/18 01:00:00 PM,24.460,,,,,
104,04/01/18 01:30:00 PM,24.122,,,,,
105,04/01/18 02:00:00 PM,24.122,,,,,
106,04/01/18 02:30:00 PM,24.098,,,,,
107,04/01/18 03:00:00 PM,24.146,,,,,
108,04/01/18 03:30:00 PM,23.184,,,,,
109,04/01/18 04:00:00 PM,21.581,,,,,
110,04/01/18 04:30:00 PM,24.002,,,,,
111,04/01/18 05:00:00 PM,24.074,,,,,
112,04/01/18 05:30:00 PM,23.497,,,,,
113,04/01/18 06:00:00 PM,23.569,,,,,
114,04/01/18 06:30:00 PM,23.352,,,,,
115,04/01/18 07:00:00 PM,23.737,,,,,
116,04/01/18 07:30:00 PM,23.593,,,,,
