"Plot Title: Pta_Cormoran_26_3_18"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20291795, SEN S/N: 20291795)","Coupler Detached (LGR S/N: 20291795)","Coupler Attached (LGR S/N: 20291795)","Host Connected (LGR S/N: 20291795)","Stopped (LGR S/N: 20291795)","End Of File (LGR S/N: 20291795)"
1,03/26/18 06:47:36 AM,27.604,,,,,
2,03/26/18 06:48:08 AM,,Logged,,,,
3,03/26/18 07:17:36 AM,25.186,,,,,
4,03/26/18 07:47:36 AM,24.919,,,,,
5,03/26/18 08:17:36 AM,24.944,,,,,
6,03/26/18 08:47:36 AM,24.944,,,,,
7,03/26/18 09:17:36 AM,24.992,,,,,
8,03/26/18 09:47:36 AM,24.992,,,,,
9,03/26/18 10:17:36 AM,24.532,,,,,
10,03/26/18 10:47:36 AM,24.532,,,,,
11,03/26/18 11:17:36 AM,24.074,,,,,
12,03/26/18 11:47:36 AM,23.857,,,,,
13,03/26/18 12:17:36 PM,24.557,,,,,
14,03/26/18 12:47:36 PM,24.026,,,,,
15,03/26/18 01:17:36 PM,21.151,,,,,
16,03/26/18 01:47:36 PM,21.175,,,,,
17,03/26/18 02:17:36 PM,22.872,,,,,
18,03/26/18 02:47:36 PM,23.040,,,,,
19,03/26/18 03:17:36 PM,25.234,,,,,
20,03/26/18 03:47:36 PM,24.823,,,,,
21,03/26/18 04:17:36 PM,25.258,,,,,
22,03/26/18 04:47:36 PM,25.477,,,,,
23,03/26/18 05:17:36 PM,25.234,,,,,
24,03/26/18 05:47:36 PM,24.919,,,,,
25,03/26/18 06:17:36 PM,25.258,,,,,
26,03/26/18 06:47:36 PM,25.501,,,,,
27,03/26/18 07:17:36 PM,25.720,,,,,
28,03/26/18 07:47:36 PM,25.671,,,,,
29,03/26/18 08:17:36 PM,25.574,,,,,
30,03/26/18 08:47:36 PM,25.574,,,,,
31,03/26/18 09:17:36 PM,25.525,,,,,
32,03/26/18 09:47:36 PM,24.992,,,,,
33,03/26/18 10:17:36 PM,24.702,,,,,
34,03/26/18 10:47:36 PM,23.930,,,,,
35,03/26/18 11:17:36 PM,23.689,,,,,
36,03/26/18 11:47:36 PM,23.617,,,,,
37,03/27/18 12:17:36 AM,24.050,,,,,
38,03/27/18 12:47:36 AM,24.098,,,,,
39,03/27/18 01:17:36 AM,24.363,,,,,
40,03/27/18 01:47:36 AM,24.315,,,,,
41,03/27/18 02:17:36 AM,24.098,,,,,
42,03/27/18 02:47:36 AM,23.809,,,,,
43,03/27/18 03:17:36 AM,23.809,,,,,
44,03/27/18 03:47:36 AM,24.798,,,,,
45,03/27/18 04:17:36 AM,25.040,,,,,
46,03/27/18 04:47:36 AM,24.702,,,,,
47,03/27/18 05:17:36 AM,24.823,,,,,
48,03/27/18 05:47:36 AM,24.798,,,,,
49,03/27/18 06:17:36 AM,24.557,,,,,
50,03/27/18 06:47:36 AM,24.532,,,,,
51,03/27/18 07:17:36 AM,24.629,,,,,
52,03/27/18 07:47:36 AM,24.605,,,,,
53,03/27/18 08:17:36 AM,24.605,,,,,
54,03/27/18 08:47:36 AM,24.653,,,,,
55,03/27/18 09:17:36 AM,24.653,,,,,
56,03/27/18 09:47:36 AM,24.653,,,,,
57,03/27/18 10:17:36 AM,24.677,,,,,
58,03/27/18 10:47:36 AM,24.605,,,,,
59,03/27/18 11:17:36 AM,24.315,,,,,
60,03/27/18 11:47:36 AM,23.857,,,,,
61,03/27/18 12:17:36 PM,22.824,,,,,
62,03/27/18 12:47:36 PM,23.954,,,,,
63,03/27/18 01:17:36 PM,23.833,,,,,
64,03/27/18 01:47:36 PM,23.737,,,,,
65,03/27/18 02:17:36 PM,23.905,,,,,
66,03/27/18 02:47:36 PM,24.050,,,,,
67,03/27/18 03:17:36 PM,23.232,,,,,
68,03/27/18 03:47:36 PM,23.424,,,,,
69,03/27/18 04:17:36 PM,24.243,,,,,
70,03/27/18 04:47:36 PM,24.581,,,,,
71,03/27/18 05:17:36 PM,24.726,,,,,
72,03/27/18 05:47:36 PM,24.605,,,,,
73,03/27/18 06:17:36 PM,24.508,,,,,
74,03/27/18 06:47:36 PM,24.122,,,,,
75,03/27/18 07:17:36 PM,24.195,,,,,
76,03/27/18 07:47:36 PM,24.267,,,,,
77,03/27/18 08:17:36 PM,24.653,,,,,
78,03/27/18 08:47:36 PM,24.944,,,,,
79,03/27/18 09:17:36 PM,24.919,,,,,
80,03/27/18 09:47:36 PM,24.605,,,,,
81,03/27/18 10:17:36 PM,23.978,,,,,
82,03/27/18 10:47:36 PM,23.448,,,,,
83,03/27/18 11:17:36 PM,23.184,,,,,
84,03/27/18 11:47:36 PM,24.146,,,,,
85,03/28/18 12:17:36 AM,20.603,,,,,
86,03/28/18 12:47:36 AM,20.579,,,,,
87,03/28/18 01:17:36 AM,20.341,,,,,
88,03/28/18 01:47:36 AM,20.388,,,,,
89,03/28/18 02:17:36 AM,20.269,,,,,
90,03/28/18 02:47:36 AM,20.174,,,,,
91,03/28/18 03:17:36 AM,19.936,,,,,
92,03/28/18 03:47:36 AM,20.841,,,,,
93,03/28/18 04:17:36 AM,23.136,,,,,
94,03/28/18 04:47:36 AM,23.737,,,,,
95,03/28/18 05:17:36 AM,23.905,,,,,
96,03/28/18 05:47:36 AM,24.219,,,,,
97,03/28/18 06:17:36 AM,24.315,,,,,
98,03/28/18 06:47:36 AM,24.532,,,,,
99,03/28/18 07:17:36 AM,24.532,,,,,
100,03/28/18 07:47:36 AM,24.653,,,,,
101,03/28/18 08:17:36 AM,24.677,,,,,
102,03/28/18 08:47:36 AM,24.412,,,,,
103,03/28/18 09:17:36 AM,24.388,,,,,
104,03/28/18 09:47:36 AM,24.412,,,,,
105,03/28/18 10:17:36 AM,24.774,,,,,
106,03/28/18 10:47:36 AM,24.774,,,,,
107,03/28/18 11:17:36 AM,24.702,,,,,
108,03/28/18 11:47:36 AM,24.243,,,,,
109,03/28/18 12:17:36 PM,21.366,,,,,
110,03/28/18 12:47:36 PM,21.008,,,,,
111,03/28/18 01:17:36 PM,20.650,,,,,
112,03/28/18 01:47:36 PM,21.056,,,,,
113,03/28/18 02:17:36 PM,20.055,,,,,
114,03/28/18 02:47:36 PM,20.222,,,,,
115,03/28/18 03:17:36 PM,19.627,,,,,
116,03/28/18 03:47:36 PM,19.579,,,,,
117,03/28/18 04:17:36 PM,19.508,,,,,
118,03/28/18 04:47:36 PM,19.436,,,,,
119,03/28/18 05:17:36 PM,19.555,,,,,
120,03/28/18 05:47:36 PM,20.436,,,,,
121,03/28/18 06:17:36 PM,22.154,,,,,
122,03/28/18 06:47:36 PM,23.088,,,,,
123,03/28/18 07:17:36 PM,23.905,,,,,
124,03/28/18 07:47:36 PM,24.460,,,,,
125,03/28/18 08:17:36 PM,24.098,,,,,
126,03/28/18 08:47:36 PM,23.208,,,,,
127,03/28/18 09:17:36 PM,23.569,,,,,
128,03/28/18 09:47:36 PM,24.291,,,,,
129,03/28/18 10:17:36 PM,24.412,,,,,
130,03/28/18 10:47:36 PM,24.195,,,,,
131,03/28/18 11:17:36 PM,24.629,,,,,
132,03/28/18 11:47:36 PM,24.726,,,,,
133,03/29/18 12:17:36 AM,24.026,,,,,
134,03/29/18 12:47:36 AM,22.920,,,,,
135,03/29/18 01:17:36 AM,22.776,,,,,
136,03/29/18 01:47:36 AM,22.154,,,,,
137,03/29/18 02:17:36 AM,22.393,,,,,
138,03/29/18 02:47:36 AM,22.106,,,,,
139,03/29/18 03:17:36 AM,20.889,,,,,
140,03/29/18 03:47:36 AM,20.531,,,,,
141,03/29/18 04:17:36 AM,20.770,,,,,
142,03/29/18 04:47:36 AM,20.913,,,,,
143,03/29/18 05:17:36 AM,20.627,,,,,
144,03/29/18 05:47:36 AM,21.461,,,,,
145,03/29/18 06:17:36 AM,20.793,,,,,
146,03/29/18 06:47:36 AM,21.843,,,,,
147,03/29/18 07:17:36 AM,22.011,,,,,
148,03/29/18 07:47:36 AM,23.761,,,,,
149,03/29/18 08:17:36 AM,24.291,,,,,
150,03/29/18 08:47:36 AM,24.412,,,,,
151,03/29/18 09:17:36 AM,24.363,,,,,
152,03/29/18 09:47:36 AM,23.424,,,,,
153,03/29/18 10:17:36 AM,23.930,,,,,
154,03/29/18 10:47:36 AM,24.002,,,,,
155,03/29/18 11:17:36 AM,24.219,,,,,
156,03/29/18 11:47:36 AM,24.460,,,,,
157,03/29/18 12:17:36 PM,24.726,,,,,
158,03/29/18 12:47:36 PM,23.112,,,,,
159,03/29/18 01:17:36 PM,23.160,,,,,
160,03/29/18 01:47:36 PM,23.497,,,,,
161,03/29/18 02:17:36 PM,22.872,,,,,
162,03/29/18 02:47:36 PM,21.437,,,,,
163,03/29/18 03:17:36 PM,21.103,,,,,
164,03/29/18 03:47:36 PM,20.960,,,,,
165,03/29/18 04:17:36 PM,21.485,,,,,
166,03/29/18 04:47:36 PM,21.079,,,,,
167,03/29/18 05:17:36 PM,20.865,,,,,
168,03/29/18 05:47:36 PM,22.178,,,,,
169,03/29/18 06:17:36 PM,21.700,,,,,
170,03/29/18 06:47:36 PM,22.274,,,,,
171,03/29/18 07:17:36 PM,21.939,,,,,
172,03/29/18 07:47:36 PM,23.424,,,,,
173,03/29/18 08:17:36 PM,24.146,,,,,
174,03/29/18 08:47:36 PM,24.315,,,,,
175,03/29/18 09:17:36 PM,24.532,,,,,
176,03/29/18 09:47:36 PM,24.171,,,,,
177,03/29/18 10:17:36 PM,24.243,,,,,
178,03/29/18 10:47:36 PM,24.291,,,,,
179,03/29/18 11:17:36 PM,24.122,,,,,
180,03/29/18 11:47:36 PM,24.219,,,,,
181,03/30/18 12:17:36 AM,24.436,,,,,
182,03/30/18 12:47:36 AM,24.388,,,,,
183,03/30/18 01:17:36 AM,23.160,,,,,
184,03/30/18 01:47:36 AM,22.657,,,,,
185,03/30/18 02:17:36 AM,22.776,,,,,
186,03/30/18 02:47:36 AM,21.318,,,,,
187,03/30/18 03:17:36 AM,20.341,,,,,
188,03/30/18 03:47:36 AM,20.341,,,,,
189,03/30/18 04:17:36 AM,20.293,,,,,
190,03/30/18 04:47:36 AM,21.151,,,,,
191,03/30/18 05:17:36 AM,21.819,,,,,
192,03/30/18 05:47:36 AM,20.817,,,,,
193,03/30/18 06:17:36 AM,21.032,,,,,
